lat_cell,lon_cell,biome_name,n_recordings,n_biomes_in_cell
47.2,-0.2,Temperate Broadleaf & Mixed Forests,1,1
47.2,0.0,Temperate Broadleaf & Mixed Forests,14,1
47.2,0.1,Temperate Broadleaf & Mixed Forests,3,1
47.2,0.2,Temperate Broadleaf & Mixed Forests,1,1
47.2,0.3,Temperate Broadleaf & Mixed Forests,23,1
47.2,0.4,Temperate Broadleaf & Mixed Forests,6,1
47.2,1.9,Temperate Broadleaf & Mixed Forests,5,1
47.2,2.0,Temperate Broadleaf & Mixed Forests,3,1
47.2,2.2,Temperate Broadleaf & Mixed Forests,1,1
47.2,2.4,Temperate Broadleaf & Mixed Forests,3,1
47.2,3.2,Temperate Broadleaf & Mixed Forests,21,1
47.2,3.7,Temperate Broadleaf & Mixed Forests,8,1
47.2,4.2,Temperate Broadleaf & Mixed Forests,1,1
47.2,4.5,Temperate Broadleaf & Mixed Forests,1,1
47.2,4.7,Temperate Broadleaf & Mixed Forests,2,1
47.2,4.9,Temperate Broadleaf & Mixed Forests,1,1
47.2,5.0,Temperate Broadleaf & Mixed Forests,3,1
47.2,5.1,Temperate Broadleaf & Mixed Forests,3,1
47.2,5.2,Temperate Broadleaf & Mixed Forests,1,1
47.2,5.6,Temperate Broadleaf & Mixed Forests,1,1
47.2,5.9,Temperate Broadleaf & Mixed Forests,1,1
47.2,6.0,Temperate Broadleaf & Mixed Forests,33,1
47.2,6.2,Temperate Broadleaf & Mixed Forests,1,1
47.2,6.5,Temperate Broadleaf & Mixed Forests,1,1
47.2,6.9,Temperate Broadleaf & Mixed Forests,1,1
47.2,7.0,Temperate Broadleaf & Mixed Forests,2,1
47.2,7.3,Temperate Broadleaf & Mixed Forests,14,1
47.2,7.4,Temperate Broadleaf & Mixed Forests,42,1
47.2,7.5,Temperate Broadleaf & Mixed Forests,18,1
47.2,7.6,Temperate Broadleaf & Mixed Forests,36,1
47.2,7.7,Temperate Broadleaf & Mixed Forests,14,1
47.2,7.8,Temperate Broadleaf & Mixed Forests,13,1
47.2,8.0,Temperate Broadleaf & Mixed Forests,2,1
47.2,8.1,Temperate Broadleaf & Mixed Forests,1,1
47.2,8.2,Temperate Broadleaf & Mixed Forests,3,1
47.2,8.4,Temperate Broadleaf & Mixed Forests,2,1
47.2,8.5,Temperate Broadleaf & Mixed Forests,2,1
47.2,8.6,Temperate Broadleaf & Mixed Forests,1,1
47.2,8.7,Temperate Broadleaf & Mixed Forests,1,1
47.2,8.8,Temperate Broadleaf & Mixed Forests,9,1
47.2,8.9,Temperate Broadleaf & Mixed Forests,11,1
47.2,9.0,Temperate Broadleaf & Mixed Forests,2,1
47.2,9.5,Temperate Broadleaf & Mixed Forests,130,1
47.2,9.6,Temperate Conifer Forests,382,2
47.2,9.7,Temperate Conifer Forests,392,1
47.2,9.8,Temperate Conifer Forests,124,1
47.2,9.9,Temperate Conifer Forests,15,1
47.2,10.0,Temperate Conifer Forests,1,1
47.2,10.1,Temperate Conifer Forests,1,1
47.2,10.8,Temperate Conifer Forests,2,1
47.2,11.0,Temperate Conifer Forests,2,1
47.2,11.2,Temperate Conifer Forests,1,1
47.2,11.3,Temperate Conifer Forests,2,1
47.2,11.5,Temperate Conifer Forests,2,1
47.2,11.8,Temperate Conifer Forests,4,1
47.2,11.9,Temperate Conifer Forests,3,1
47.2,12.1,Temperate Conifer Forests,1,1
47.2,14.7,Temperate Conifer Forests,2,1
47.2,15.9,Temperate Broadleaf & Mixed Forests,2,1
47.2,17.0,Temperate Broadleaf & Mixed Forests,1,1
47.2,18.0,Temperate Broadleaf & Mixed Forests,6,1
47.2,18.1,Temperate Broadleaf & Mixed Forests,1,1
47.2,18.4,Temperate Broadleaf & Mixed Forests,2,1
47.2,18.6,Temperate Broadleaf & Mixed Forests,1,1
47.2,19.0,Temperate Broadleaf & Mixed Forests,4,1
47.2,19.1,Temperate Broadleaf & Mixed Forests,7,1
47.2,19.2,Temperate Broadleaf & Mixed Forests,11,1
47.2,19.6,Temperate Broadleaf & Mixed Forests,7,1
47.2,19.7,Temperate Broadleaf & Mixed Forests,3,1
47.2,20.2,Temperate Broadleaf & Mixed Forests,2,1
47.2,20.3,Temperate Broadleaf & Mixed Forests,2,1
47.2,21.1,Temperate Broadleaf & Mixed Forests,1,1
47.2,26.1,Temperate Conifer Forests,1,1
47.2,26.7,Temperate Broadleaf & Mixed Forests,1,1
47.2,44.6,Deserts & Xeric Shrublands,3,1
47.2,92.6,Deserts & Xeric Shrublands,155,1
47.2,102.7,"Temperate Grasslands, Savannas & Shrublands",1,1
47.2,103.9,"Temperate Grasslands, Savannas & Shrublands",6,1
47.2,118.0,"Temperate Grasslands, Savannas & Shrublands",41,1
47.2,118.8,"Temperate Grasslands, Savannas & Shrublands",10,1
47.3,-122.9,Temperate Conifer Forests,1,1
47.3,-122.5,Temperate Conifer Forests,11,1
47.3,-122.3,Temperate Conifer Forests,1,1
47.3,-121.5,Temperate Conifer Forests,1,1
47.3,-121.0,Temperate Conifer Forests,1,1
47.3,-120.9,Temperate Conifer Forests,1,1
47.3,-120.7,Temperate Conifer Forests,17,1
47.3,-120.6,Temperate Conifer Forests,7,1
47.3,-120.5,Temperate Conifer Forests,2,1
47.3,-120.4,"Temperate Grasslands, Savannas & Shrublands",9,1
47.3,-120.1,"Temperate Grasslands, Savannas & Shrublands",3,1
47.3,-119.8,"Temperate Grasslands, Savannas & Shrublands",1,1
47.3,-119.4,"Temperate Grasslands, Savannas & Shrublands",7,1
47.3,-119.3,"Temperate Grasslands, Savannas & Shrublands",2,1
47.3,-118.9,"Temperate Grasslands, Savannas & Shrublands",1,1
47.3,-115.4,Temperate Conifer Forests,2,1
47.3,-114.1,Temperate Conifer Forests,1,1
47.3,-98.0,"Temperate Grasslands, Savannas & Shrublands",25,1
47.3,-92.9,Temperate Broadleaf & Mixed Forests,1,1
47.3,-71.2,Temperate Broadleaf & Mixed Forests,384,1
47.3,-70.5,Temperate Broadleaf & Mixed Forests,35,1
47.3,-52.9,Boreal Forests/Taiga,1,1
47.3,-2.6,Temperate Broadleaf & Mixed Forests,3,1
47.3,-2.5,Temperate Broadleaf & Mixed Forests,3,1
47.3,-2.4,Temperate Broadleaf & Mixed Forests,2,1
47.3,-2.3,Temperate Broadleaf & Mixed Forests,106,1
47.3,-2.2,Temperate Broadleaf & Mixed Forests,17,1
47.3,-2.1,Temperate Broadleaf & Mixed Forests,22,1
47.3,-2.0,Temperate Broadleaf & Mixed Forests,17,1
47.3,-1.8,Temperate Broadleaf & Mixed Forests,22,1
47.3,-1.7,Temperate Broadleaf & Mixed Forests,21,1
47.3,-1.6,Temperate Broadleaf & Mixed Forests,220,1
47.3,-1.5,Temperate Broadleaf & Mixed Forests,14,1
47.3,-1.4,Temperate Broadleaf & Mixed Forests,22,1
47.3,-1.3,Temperate Broadleaf & Mixed Forests,6,1
47.3,-1.2,Temperate Broadleaf & Mixed Forests,1,1
47.3,-1.0,Temperate Broadleaf & Mixed Forests,11,1
47.3,-0.7,Temperate Broadleaf & Mixed Forests,1,1
47.3,-0.6,Temperate Broadleaf & Mixed Forests,2,1
47.3,-0.4,Temperate Broadleaf & Mixed Forests,1,1
47.3,-0.1,Temperate Broadleaf & Mixed Forests,2,1
47.3,0.2,Temperate Broadleaf & Mixed Forests,2,1
47.3,0.3,Temperate Broadleaf & Mixed Forests,1,1
47.3,0.4,Temperate Broadleaf & Mixed Forests,3,1
47.3,0.5,Temperate Broadleaf & Mixed Forests,11,1
47.3,0.6,Temperate Broadleaf & Mixed Forests,91,1
47.3,0.7,Temperate Broadleaf & Mixed Forests,62,1
47.3,0.8,Temperate Broadleaf & Mixed Forests,1,1
47.3,1.0,Temperate Broadleaf & Mixed Forests,38,1
47.3,1.7,Temperate Broadleaf & Mixed Forests,1,1
47.3,2.3,Temperate Broadleaf & Mixed Forests,97,1
47.3,2.4,Temperate Broadleaf & Mixed Forests,8,1
47.3,2.7,Temperate Broadleaf & Mixed Forests,1,1
47.3,4.1,Temperate Broadleaf & Mixed Forests,3,1
47.3,4.2,Temperate Broadleaf & Mixed Forests,2,1
47.3,4.3,Temperate Broadleaf & Mixed Forests,34,1
47.3,4.4,Temperate Broadleaf & Mixed Forests,1,1
47.3,5.0,Temperate Broadleaf & Mixed Forests,9,1
47.3,5.1,Temperate Broadleaf & Mixed Forests,3,1
47.3,5.4,Temperate Broadleaf & Mixed Forests,3,1
47.3,5.8,Temperate Broadleaf & Mixed Forests,2,1
47.3,6.3,Temperate Broadleaf & Mixed Forests,2,1
47.3,6.9,Temperate Broadleaf & Mixed Forests,2,1
47.3,7.1,Temperate Broadleaf & Mixed Forests,2,1
47.3,7.3,Temperate Broadleaf & Mixed Forests,2,1
47.3,7.5,Temperate Broadleaf & Mixed Forests,7,1
47.3,7.6,Temperate Broadleaf & Mixed Forests,1,1
47.3,7.7,Temperate Broadleaf & Mixed Forests,8,1
47.3,7.8,Temperate Broadleaf & Mixed Forests,214,1
47.3,7.9,Temperate Broadleaf & Mixed Forests,3,1
47.3,8.1,Temperate Broadleaf & Mixed Forests,13,1
47.3,8.3,Temperate Broadleaf & Mixed Forests,4,1
47.3,8.4,Temperate Broadleaf & Mixed Forests,3,1
47.3,8.5,Temperate Broadleaf & Mixed Forests,16,1
47.3,8.6,Temperate Broadleaf & Mixed Forests,8,1
47.3,8.7,Temperate Broadleaf & Mixed Forests,24,1
47.3,8.8,Temperate Broadleaf & Mixed Forests,3,1
47.3,8.9,Temperate Broadleaf & Mixed Forests,20,1
47.3,9.5,Temperate Broadleaf & Mixed Forests,92,1
47.3,9.6,Temperate Broadleaf & Mixed Forests,183,2
47.3,9.7,Temperate Conifer Forests,63,1
47.3,9.9,Temperate Broadleaf & Mixed Forests,2,1
47.3,10.1,Temperate Conifer Forests,3,1
47.3,10.2,Temperate Conifer Forests,7,1
47.3,10.7,Temperate Conifer Forests,5,1
47.3,11.2,Temperate Conifer Forests,3,1
47.3,11.4,Temperate Conifer Forests,92,1
47.3,11.5,Temperate Conifer Forests,124,1
47.3,11.6,Temperate Conifer Forests,6,1
47.3,11.8,Temperate Conifer Forests,1,1
47.3,11.9,Temperate Conifer Forests,1,1
47.3,12.8,Temperate Conifer Forests,1,1
47.3,15.0,Temperate Conifer Forests,2,1
47.3,16.3,Temperate Broadleaf & Mixed Forests,1,1
47.3,16.4,Temperate Broadleaf & Mixed Forests,27,1
47.3,16.5,Temperate Broadleaf & Mixed Forests,8,1
47.3,18.4,Temperate Broadleaf & Mixed Forests,2,1
47.3,18.9,Temperate Broadleaf & Mixed Forests,1,1
47.3,19.0,Temperate Broadleaf & Mixed Forests,2,1
47.3,19.4,Temperate Broadleaf & Mixed Forests,1,1
47.3,19.8,Temperate Broadleaf & Mixed Forests,1,1
47.3,20.0,Temperate Broadleaf & Mixed Forests,2,1
47.3,20.5,Temperate Broadleaf & Mixed Forests,61,1
47.3,20.7,Temperate Broadleaf & Mixed Forests,25,1
47.3,27.0,Temperate Broadleaf & Mixed Forests,1,1
47.3,27.3,Temperate Broadleaf & Mixed Forests,2,1
47.3,27.5,Temperate Broadleaf & Mixed Forests,1,1
47.3,92.8,Deserts & Xeric Shrublands,4,1
47.3,100.7,"Temperate Grasslands, Savannas & Shrublands",1,1
47.3,103.6,"Temperate Grasslands, Savannas & Shrublands",39,1
47.3,103.7,"Temperate Grasslands, Savannas & Shrublands",6,1
47.3,110.6,"Temperate Grasslands, Savannas & Shrublands",4,1
47.3,110.7,"Temperate Grasslands, Savannas & Shrublands",5,1
47.3,111.3,"Temperate Grasslands, Savannas & Shrublands",17,1
47.3,118.4,"Temperate Grasslands, Savannas & Shrublands",26,1
47.3,118.8,"Temperate Grasslands, Savannas & Shrublands",2,1
47.3,123.9,"Temperate Grasslands, Savannas & Shrublands",1,1
47.4,-123.9,Temperate Conifer Forests,3,1
47.4,-122.9,Temperate Conifer Forests,1,1
47.4,-122.8,Temperate Conifer Forests,4,1
47.4,-122.2,Temperate Conifer Forests,1,1
47.4,-121.8,Temperate Conifer Forests,5,1
47.4,-121.5,Temperate Conifer Forests,1,1
47.4,-121.3,Temperate Conifer Forests,1,1
47.4,-121.1,Temperate Conifer Forests,2,1
47.4,-121.0,Temperate Conifer Forests,4,1
47.4,-120.9,Temperate Conifer Forests,3,1
47.4,-120.6,Temperate Conifer Forests,4,1
47.4,-120.5,Temperate Conifer Forests,1,1
47.4,-120.4,"Temperate Grasslands, Savannas & Shrublands",3,1
47.4,-117.6,"Temperate Grasslands, Savannas & Shrublands",2,1
47.4,-116.5,Temperate Conifer Forests,1,1
47.4,-110.6,Temperate Conifer Forests,1,1
47.4,-94.9,Temperate Broadleaf & Mixed Forests,1,1
47.4,-93.6,Temperate Broadleaf & Mixed Forests,1,1
47.4,-70.4,Temperate Broadleaf & Mixed Forests,718,1
47.4,-66.9,Temperate Broadleaf & Mixed Forests,1,1
47.4,-53.0,Boreal Forests/Taiga,1,1
47.4,-52.8,Boreal Forests/Taiga,1,1
47.4,-3.2,Temperate Broadleaf & Mixed Forests,3,1
47.4,-2.5,Temperate Broadleaf & Mixed Forests,2,1
47.4,-2.4,Temperate Broadleaf & Mixed Forests,15,1
47.4,-2.3,Temperate Broadleaf & Mixed Forests,5,1
47.4,-2.1,Temperate Broadleaf & Mixed Forests,2,1
47.4,-1.7,Temperate Broadleaf & Mixed Forests,2,1
47.4,-1.5,Temperate Broadleaf & Mixed Forests,52,1
47.4,-1.3,Temperate Broadleaf & Mixed Forests,1,1
47.4,-0.9,Temperate Broadleaf & Mixed Forests,1,1
47.4,-0.8,Temperate Broadleaf & Mixed Forests,2,1
47.4,-0.7,Temperate Broadleaf & Mixed Forests,24,1
47.4,-0.6,Temperate Broadleaf & Mixed Forests,48,1
47.4,-0.5,Temperate Broadleaf & Mixed Forests,15,1
47.4,-0.4,Temperate Broadleaf & Mixed Forests,1,1
47.4,0.2,Temperate Broadleaf & Mixed Forests,5,1
47.4,0.3,Temperate Broadleaf & Mixed Forests,55,1
47.4,0.6,Temperate Broadleaf & Mixed Forests,1,1
47.4,0.7,Temperate Broadleaf & Mixed Forests,4,1
47.4,0.8,Temperate Broadleaf & Mixed Forests,30,1
47.4,1.0,Temperate Broadleaf & Mixed Forests,6,1
47.4,1.4,Temperate Broadleaf & Mixed Forests,1,1
47.4,2.2,Temperate Broadleaf & Mixed Forests,4,1
47.4,2.8,Temperate Broadleaf & Mixed Forests,33,1
47.4,3.5,Temperate Broadleaf & Mixed Forests,1,1
47.4,3.6,Temperate Broadleaf & Mixed Forests,2,1
47.4,3.8,Temperate Broadleaf & Mixed Forests,5,1
47.4,4.3,Temperate Broadleaf & Mixed Forests,42,1
47.4,4.4,Temperate Broadleaf & Mixed Forests,554,1
47.4,4.5,Temperate Broadleaf & Mixed Forests,6,1
47.4,4.6,Temperate Broadleaf & Mixed Forests,2,1
47.4,4.8,Temperate Broadleaf & Mixed Forests,4,1
47.4,4.9,Temperate Broadleaf & Mixed Forests,4,1
47.4,5.0,Temperate Broadleaf & Mixed Forests,6,1
47.4,5.1,Temperate Broadleaf & Mixed Forests,1,1
47.4,6.6,Temperate Broadleaf & Mixed Forests,2,1
47.4,6.7,Temperate Broadleaf & Mixed Forests,3,1
47.4,7.0,Temperate Broadleaf & Mixed Forests,3,1
47.4,7.1,Temperate Broadleaf & Mixed Forests,8,1
47.4,7.2,Temperate Broadleaf & Mixed Forests,1,1
47.4,7.4,Temperate Broadleaf & Mixed Forests,123,1
47.4,7.5,Temperate Broadleaf & Mixed Forests,51,1
47.4,7.6,Temperate Broadleaf & Mixed Forests,2,1
47.4,7.7,Temperate Broadleaf & Mixed Forests,9,1
47.4,7.8,Temperate Broadleaf & Mixed Forests,1,1
47.4,7.9,Temperate Broadleaf & Mixed Forests,7,1
47.4,8.0,Temperate Broadleaf & Mixed Forests,1,1
47.4,8.1,Temperate Broadleaf & Mixed Forests,5,1
47.4,8.3,Temperate Broadleaf & Mixed Forests,5,1
47.4,8.4,Temperate Broadleaf & Mixed Forests,3,1
47.4,8.5,Temperate Broadleaf & Mixed Forests,10,1
47.4,8.7,Temperate Broadleaf & Mixed Forests,18,1
47.4,9.5,Temperate Broadleaf & Mixed Forests,82,1
47.4,9.6,Temperate Broadleaf & Mixed Forests,68,1
47.4,9.7,Temperate Broadleaf & Mixed Forests,31,1
47.4,9.8,Temperate Conifer Forests,1,1
47.4,10.1,Temperate Conifer Forests,1,1
47.4,10.3,Temperate Conifer Forests,3,1
47.4,10.9,Temperate Conifer Forests,7,1
47.4,11.0,Temperate Conifer Forests,6,1
47.4,11.1,Temperate Conifer Forests,13,1
47.4,11.2,Temperate Conifer Forests,26,1
47.4,11.3,Temperate Conifer Forests,1,1
47.4,11.7,Temperate Conifer Forests,1,1
47.4,13.0,Temperate Conifer Forests,1,1
47.4,13.1,Temperate Conifer Forests,2,1
47.4,13.9,Temperate Conifer Forests,1,1
47.4,14.0,Temperate Conifer Forests,17,1
47.4,14.1,Temperate Conifer Forests,6,1
47.4,16.5,Temperate Broadleaf & Mixed Forests,1,1
47.4,16.6,Temperate Broadleaf & Mixed Forests,5,1
47.4,18.4,Temperate Broadleaf & Mixed Forests,2,1
47.4,18.5,Temperate Broadleaf & Mixed Forests,3,1
47.4,19.0,Temperate Broadleaf & Mixed Forests,4,1
47.4,19.1,Temperate Broadleaf & Mixed Forests,6,1
47.4,19.2,Temperate Broadleaf & Mixed Forests,1,1
47.4,19.3,Temperate Broadleaf & Mixed Forests,1,1
47.4,19.6,Temperate Broadleaf & Mixed Forests,1,1
47.4,19.7,Temperate Broadleaf & Mixed Forests,1,1
47.4,20.2,Temperate Broadleaf & Mixed Forests,2,1
47.4,20.5,Temperate Broadleaf & Mixed Forests,12,1
47.4,21.1,Temperate Broadleaf & Mixed Forests,1,1
47.4,21.2,Temperate Broadleaf & Mixed Forests,1,1
47.4,25.2,Temperate Conifer Forests,1,1
47.4,25.4,Temperate Conifer Forests,2,1
47.4,25.5,Temperate Conifer Forests,3,1
47.4,27.3,Temperate Broadleaf & Mixed Forests,2,1
47.4,53.4,Deserts & Xeric Shrublands,8,1
47.4,92.2,Deserts & Xeric Shrublands,96,1
47.4,92.3,Deserts & Xeric Shrublands,16,1
47.4,103.6,"Temperate Grasslands, Savannas & Shrublands",1,1
47.4,105.6,"Temperate Grasslands, Savannas & Shrublands",1,1
47.4,108.1,"Temperate Grasslands, Savannas & Shrublands",1,1
47.5,-124.2,Temperate Conifer Forests,1,1
47.5,-123.8,Temperate Conifer Forests,2,1
47.5,-123.6,Temperate Conifer Forests,1,1
47.5,-122.9,Temperate Conifer Forests,2,1
47.5,-122.7,Temperate Conifer Forests,1,1
47.5,-122.4,Temperate Conifer Forests,7,1
47.5,-122.3,Temperate Conifer Forests,4,1
47.5,-122.1,Temperate Conifer Forests,9,1
47.5,-122.0,Temperate Conifer Forests,1,1
47.5,-121.9,Temperate Conifer Forests,2,1
47.5,-121.8,Temperate Conifer Forests,1,1
47.5,-121.6,Temperate Conifer Forests,1,1
47.5,-121.2,Temperate Conifer Forests,1,1
47.5,-120.7,Temperate Conifer Forests,3,1
47.5,-120.5,Temperate Conifer Forests,1,1
47.5,-120.4,Temperate Conifer Forests,1,1
47.5,-118.6,"Temperate Grasslands, Savannas & Shrublands",1,1
47.5,-116.3,Temperate Conifer Forests,1,1
47.5,-111.7,"Temperate Grasslands, Savannas & Shrublands",5,1
47.5,-111.3,"Temperate Grasslands, Savannas & Shrublands",34,1
47.5,-103.3,"Temperate Grasslands, Savannas & Shrublands",18,1
47.5,-94.9,Temperate Broadleaf & Mixed Forests,2,1
47.5,-91.7,Temperate Broadleaf & Mixed Forests,1,1
47.5,-53.4,Boreal Forests/Taiga,1,1
47.5,-52.8,Boreal Forests/Taiga,6,1
47.5,-52.7,Boreal Forests/Taiga,1,1
47.5,-3.2,Temperate Broadleaf & Mixed Forests,46,1
47.5,-3.0,Temperate Broadleaf & Mixed Forests,8,1
47.5,-2.8,Temperate Broadleaf & Mixed Forests,3,1
47.5,-2.7,Temperate Broadleaf & Mixed Forests,8,1
47.5,-2.2,Temperate Broadleaf & Mixed Forests,6,1
47.5,-1.9,Temperate Broadleaf & Mixed Forests,5,1
47.5,-1.8,Temperate Broadleaf & Mixed Forests,7,1
47.5,-1.3,Temperate Broadleaf & Mixed Forests,1,1
47.5,-0.6,Temperate Broadleaf & Mixed Forests,124,1
47.5,-0.5,Temperate Broadleaf & Mixed Forests,3,1
47.5,0.2,Temperate Broadleaf & Mixed Forests,4,1
47.5,0.3,Temperate Broadleaf & Mixed Forests,2,1
47.5,1.0,Temperate Broadleaf & Mixed Forests,2,1
47.5,1.4,Temperate Broadleaf & Mixed Forests,2,1
47.5,1.5,Temperate Broadleaf & Mixed Forests,8,1
47.5,1.8,Temperate Broadleaf & Mixed Forests,1,1
47.5,2.3,Temperate Broadleaf & Mixed Forests,13,1
47.5,2.8,Temperate Broadleaf & Mixed Forests,9,1
47.5,3.1,Temperate Broadleaf & Mixed Forests,1,1
47.5,3.4,Temperate Broadleaf & Mixed Forests,6,1
47.5,3.7,Temperate Broadleaf & Mixed Forests,1,1
47.5,4.1,Temperate Broadleaf & Mixed Forests,86,1
47.5,4.2,Temperate Broadleaf & Mixed Forests,2,1
47.5,4.3,Temperate Broadleaf & Mixed Forests,3,1
47.5,4.4,Temperate Broadleaf & Mixed Forests,29,1
47.5,4.5,Temperate Broadleaf & Mixed Forests,4,1
47.5,4.8,Temperate Broadleaf & Mixed Forests,1,1
47.5,4.9,Temperate Broadleaf & Mixed Forests,9,1
47.5,5.0,Temperate Broadleaf & Mixed Forests,2,1
47.5,5.1,Temperate Broadleaf & Mixed Forests,55,1
47.5,5.3,Temperate Broadleaf & Mixed Forests,12,1
47.5,5.4,Temperate Broadleaf & Mixed Forests,4,1
47.5,5.9,Temperate Broadleaf & Mixed Forests,1,1
47.5,6.6,Temperate Broadleaf & Mixed Forests,1,1
47.5,6.7,Temperate Broadleaf & Mixed Forests,13,1
47.5,6.9,Temperate Broadleaf & Mixed Forests,3,1
47.5,7.1,Temperate Broadleaf & Mixed Forests,1,1
47.5,7.3,Temperate Broadleaf & Mixed Forests,1,1
47.5,7.4,Temperate Broadleaf & Mixed Forests,46,1
47.5,7.5,Temperate Broadleaf & Mixed Forests,65,1
47.5,7.6,Temperate Broadleaf & Mixed Forests,106,1
47.5,7.7,Temperate Broadleaf & Mixed Forests,1,1
47.5,7.8,Temperate Broadleaf & Mixed Forests,4,1
47.5,7.9,Temperate Broadleaf & Mixed Forests,4,1
47.5,8.2,Temperate Broadleaf & Mixed Forests,8,1
47.5,8.4,Temperate Broadleaf & Mixed Forests,7,1
47.5,8.5,Temperate Broadleaf & Mixed Forests,2,1
47.5,8.6,Temperate Broadleaf & Mixed Forests,3,1
47.5,8.7,Temperate Broadleaf & Mixed Forests,28,1
47.5,8.8,Temperate Broadleaf & Mixed Forests,9,1
47.5,8.9,Temperate Broadleaf & Mixed Forests,13,1
47.5,9.3,Temperate Broadleaf & Mixed Forests,23,1
47.5,9.5,Temperate Broadleaf & Mixed Forests,2,1
47.5,9.6,Temperate Broadleaf & Mixed Forests,132,1
47.5,9.7,Temperate Broadleaf & Mixed Forests,80,1
47.5,10.1,Temperate Broadleaf & Mixed Forests,1,1
47.5,10.2,Temperate Broadleaf & Mixed Forests,3,2
47.5,10.5,Temperate Conifer Forests,1,1
47.5,10.7,Temperate Broadleaf & Mixed Forests,1,1
47.5,10.9,Temperate Conifer Forests,6,1
47.5,11.0,Temperate Broadleaf & Mixed Forests,4,2
47.5,11.1,Temperate Conifer Forests,10,1
47.5,11.3,Temperate Conifer Forests,12,1
47.5,11.4,Temperate Conifer Forests,5,1
47.5,12.7,Temperate Conifer Forests,1,1
47.5,12.8,Temperate Conifer Forests,14,1
47.5,12.9,Temperate Conifer Forests,11,1
47.5,13.0,Temperate Conifer Forests,1,1
47.5,13.6,Temperate Conifer Forests,2,1
47.5,13.9,Temperate Conifer Forests,1,1
47.5,14.0,Temperate Conifer Forests,51,1
47.5,14.1,Temperate Conifer Forests,34,1
47.5,14.5,Temperate Conifer Forests,2,1
47.5,14.6,Temperate Conifer Forests,1,1
47.5,15.9,Temperate Broadleaf & Mixed Forests,1,1
47.5,18.3,Temperate Broadleaf & Mixed Forests,2,1
47.5,18.4,Temperate Broadleaf & Mixed Forests,1,1
47.5,18.9,Temperate Broadleaf & Mixed Forests,15,1
47.5,19.0,Temperate Broadleaf & Mixed Forests,9,1
47.5,20.9,Temperate Broadleaf & Mixed Forests,28,1
47.5,21.1,Temperate Broadleaf & Mixed Forests,11,1
47.5,21.2,Temperate Broadleaf & Mixed Forests,2,1
47.5,21.5,Temperate Broadleaf & Mixed Forests,1,1
47.5,25.3,Temperate Conifer Forests,5,1
47.5,25.5,Temperate Conifer Forests,3,1
47.5,25.6,Temperate Conifer Forests,3,1
47.5,44.5,"Temperate Grasslands, Savannas & Shrublands",2,1
47.5,87.8,Deserts & Xeric Shrublands,1,1
47.5,91.2,Montane Grasslands & Shrublands,3,1
47.5,92.5,Deserts & Xeric Shrublands,21,1
47.5,92.6,Deserts & Xeric Shrublands,121,1
47.5,98.5,Montane Grasslands & Shrublands,44,1
47.5,101.1,"Temperate Grasslands, Savannas & Shrublands",3,1
47.5,108.3,"Temperate Grasslands, Savannas & Shrublands",20,1
47.5,108.4,"Temperate Grasslands, Savannas & Shrublands",1,1
47.6,-124.4,Temperate Conifer Forests,1,1
47.6,-124.2,Temperate Conifer Forests,1,1
47.6,-124.0,Temperate Conifer Forests,1,1
47.6,-123.5,Temperate Conifer Forests,1,1
47.6,-122.9,Temperate Conifer Forests,1,1
47.6,-122.7,Temperate Conifer Forests,1,1
47.6,-122.6,Temperate Conifer Forests,3,1
47.6,-122.5,Temperate Conifer Forests,6,1
47.6,-122.4,Temperate Conifer Forests,15,1
47.6,-122.3,Temperate Conifer Forests,143,1
47.6,-122.2,Temperate Conifer Forests,18,1
47.6,-122.0,Temperate Conifer Forests,5,1
47.6,-120.6,Temperate Conifer Forests,1,1
47.6,-119.7,"Temperate Grasslands, Savannas & Shrublands",48,1
47.6,-118.4,"Temperate Grasslands, Savannas & Shrublands",1,1
47.6,-112.1,"Temperate Grasslands, Savannas & Shrublands",11,1
47.6,-111.4,"Temperate Grasslands, Savannas & Shrublands",2,1
47.6,-108.7,"Temperate Grasslands, Savannas & Shrublands",4,1
47.6,-92.2,Temperate Broadleaf & Mixed Forests,3,1
47.6,-70.8,Temperate Broadleaf & Mixed Forests,2,1
47.6,-70.2,Temperate Broadleaf & Mixed Forests,25,1
47.6,-3.5,Temperate Broadleaf & Mixed Forests,6,1
47.6,-3.4,Temperate Broadleaf & Mixed Forests,11,1
47.6,-3.3,Temperate Broadleaf & Mixed Forests,18,1
47.6,-3.2,Temperate Broadleaf & Mixed Forests,54,1
47.6,-3.1,Temperate Broadleaf & Mixed Forests,1,1
47.6,-3.0,Temperate Broadleaf & Mixed Forests,2,1
47.6,-2.8,Temperate Broadleaf & Mixed Forests,33,1
47.6,-2.6,Temperate Broadleaf & Mixed Forests,9,1
47.6,-2.3,Temperate Broadleaf & Mixed Forests,2,1
47.6,-2.2,Temperate Broadleaf & Mixed Forests,41,1
47.6,-2.0,Temperate Broadleaf & Mixed Forests,10,1
47.6,-1.8,Temperate Broadleaf & Mixed Forests,1,1
47.6,-1.7,Temperate Broadleaf & Mixed Forests,8,1
47.6,-1.6,Temperate Broadleaf & Mixed Forests,11,1
47.6,-0.9,Temperate Broadleaf & Mixed Forests,2,1
47.6,-0.5,Temperate Broadleaf & Mixed Forests,41,1
47.6,-0.4,Temperate Broadleaf & Mixed Forests,1,1
47.6,-0.2,Temperate Broadleaf & Mixed Forests,2,1
