lat,lon,continent,n_rec,richness,label,label_code
-16.35,46.85,africa,102,13.737,good,2
13.45,-16.75,africa,141,11.033,moderate,1
0.05,32.45,africa,37,10.938,good,2
-24.95,31.55,africa,233,11.187,moderate,1
29.85,-7.25,africa,32,9.67,moderate,1
33.05,-7.25,africa,39,12.213,good,2
0.45,33.15,africa,10,8.0,bad,0
-1.55,10.55,africa,20,12.561,good,2
0.25,29.95,africa,100,8.267,bad,0
-19.05,48.45,africa,44,9.611,moderate,1
-3.35,39.95,africa,312,13.944,good,2
-23.95,28.35,africa,64,8.076,bad,0
10.85,19.75,africa,50,11.489,moderate,1
-0.95,36.65,africa,51,10.518,moderate,1
-24.65,31.55,africa,278,9.981,moderate,1
-12.45,15.15,africa,24,7.663,bad,0
-16.55,35.05,africa,48,16.042,good,2
0.85,30.05,africa,307,10.231,moderate,1
-3.35,29.35,africa,47,14.633,good,2
-0.35,37.35,africa,292,10.729,moderate,1
-22.95,29.65,africa,203,9.12,bad,0
-3.55,29.45,africa,13,9.65,moderate,1
-2.75,20.25,africa,190,10.232,moderate,1
-1.05,29.75,africa,362,10.13,moderate,1
-21.25,47.35,africa,69,12.197,moderate,1
-1.65,29.55,africa,12,8.636,bad,0
-3.15,29.55,africa,84,12.871,good,2
-14.75,26.35,africa,295,9.869,moderate,1
-0.55,34.45,africa,11,8.364,bad,0
0.35,30.05,africa,68,6.82,bad,0
-24.35,31.75,africa,22,10.481,moderate,1
0.25,34.85,africa,425,11.281,good,2
30.95,-6.85,africa,21,6.209,bad,0
6.25,-0.55,africa,264,10.267,moderate,1
9.05,7.45,africa,95,12.216,good,2
-21.25,47.45,africa,81,12.1,moderate,1
-14.25,33.45,africa,129,10.169,moderate,1
-21.45,32.05,africa,26,9.846,moderate,1
-22.25,28.95,africa,326,9.992,moderate,1
-3.25,39.95,africa,791,12.005,good,2
5.85,-7.35,africa,38,10.413,moderate,1
-18.75,48.45,africa,37,13.637,good,2
-28.35,32.45,africa,60,12.917,moderate,1
-3.15,40.15,africa,55,9.34,moderate,1
-4.45,35.45,africa,23,8.223,bad,0
13.15,17.25,africa,21,12.909,good,2
-3.15,37.25,africa,48,9.194,moderate,1
-3.25,35.65,africa,20,8.816,bad,0
-0.55,34.55,africa,32,8.802,bad,0
-12.45,31.25,africa,387,9.853,moderate,1
-15.25,28.45,africa,25,9.152,bad,0
9.25,-1.85,africa,93,11.567,good,2
12.95,-16.75,africa,77,13.864,good,2
-0.65,34.45,africa,29,8.924,bad,0
0.35,34.85,africa,75,9.367,moderate,1
-34.35,18.85,africa,62,8.728,bad,0
-7.75,38.25,africa,10,8.0,bad,0
30.35,-9.55,africa,17,10.442,moderate,1
-0.65,30.95,africa,57,10.074,moderate,1
13.35,-13.35,africa,121,18.0,good,2
-0.55,34.25,africa,61,13.191,good,2
5.65,-0.05,africa,37,9.688,moderate,1
-28.75,26.05,africa,52,7.874,bad,0
-0.65,34.55,africa,27,8.241,bad,0
5.25,-2.65,africa,258,9.813,moderate,1
-0.25,29.95,africa,36,12.408,good,2
13.35,-16.75,africa,67,9.558,moderate,1
31.15,-7.85,africa,42,7.691,bad,0
-4.75,12.35,africa,14,6.374,bad,0
-18.95,48.45,africa,151,13.903,good,2
31.25,-7.85,africa,84,9.23,moderate,1
-18.85,47.45,africa,11,6.545,bad,0
-25.15,28.25,africa,62,18.699,good,2
0.15,38.15,africa,35,15.602,good,2
-25.35,31.75,africa,90,15.25,good,2
-33.05,18.05,africa,73,13.725,good,2
2.25,31.55,africa,80,10.048,moderate,1
-2.65,38.35,africa,44,13.933,good,2
-15.85,34.75,africa,29,14.343,good,2
-1.85,30.75,africa,25,13.902,good,2
-24.05,31.75,africa,21,10.048,moderate,1
-25.15,31.95,africa,34,8.606,bad,0
-29.25,26.15,africa,30,9.46,bad,0
12.35,-1.45,africa,51,14.443,good,2
-0.75,34.15,africa,39,8.664,bad,0
-0.85,36.35,africa,58,11.199,good,2
-25.05,31.55,africa,42,10.252,moderate,1
-24.95,31.65,africa,80,11.283,moderate,1
7.65,-10.95,africa,81,11.404,good,2
-15.65,46.35,africa,13,5.615,bad,0
-25.05,31.65,africa,10,9.0,bad,0
-3.75,35.95,africa,44,8.846,bad,0
0.55,37.55,africa,69,15.342,good,2
-25.15,27.85,africa,31,14.737,good,2
0.15,32.55,africa,17,12.169,good,2
-0.75,36.45,africa,112,11.375,good,2
0.45,30.35,africa,178,10.896,good,2
-0.65,34.35,africa,53,10.129,moderate,1
13.25,-16.55,africa,111,11.938,good,2
-1.35,36.85,africa,84,11.024,good,2
-14.85,35.25,africa,84,10.869,moderate,1
11.85,-15.85,africa,157,10.47,moderate,1
-13.65,29.15,africa,35,9.605,moderate,1
-25.15,31.25,africa,27,12.691,moderate,1
-1.25,31.35,africa,11,8.364,bad,0
10.85,19.85,africa,19,10.441,moderate,1
-3.35,36.55,africa,94,13.252,good,2
-0.55,36.65,africa,27,8.869,bad,0
1.75,31.75,africa,89,10.678,moderate,1
0.45,32.45,africa,17,9.908,moderate,1
-19.75,33.05,africa,20,6.756,bad,0
-1.45,29.75,africa,14,9.67,moderate,1
1.05,13.85,africa,12,10.318,moderate,1
-29.35,31.35,africa,34,12.846,moderate,1
7.55,-11.35,africa,70,8.583,bad,0
13.55,-16.55,africa,52,9.947,moderate,1
-34.15,18.45,africa,21,10.35,moderate,1
-3.25,36.75,africa,30,8.02,bad,0
-10.55,33.75,africa,152,10.071,moderate,1
-33.95,18.45,africa,364,9.619,moderate,1
-2.95,37.55,africa,1034,12.22,good,2
13.55,-14.75,africa,84,9.433,moderate,1
-15.35,35.25,africa,19,10.426,moderate,1
-34.05,18.35,africa,53,8.251,bad,0
-7.85,35.85,africa,29,29.37,good,2
-12.45,27.65,africa,30,8.995,bad,0
13.05,-13.25,africa,18,8.739,bad,0
-33.25,18.15,africa,37,8.688,bad,0
0.65,37.65,africa,22,8.218,bad,0
-14.65,22.65,africa,23,9.388,bad,0
16.35,-16.25,africa,38,14.149,good,2
12.65,-16.55,africa,10,7.0,bad,0
-25.15,28.15,africa,32,12.641,moderate,1
-1.25,36.85,africa,149,13.432,good,2
31.15,-4.05,africa,24,8.243,bad,0
-17.85,19.85,africa,16,8.054,bad,0
-12.95,28.35,africa,55,9.538,moderate,1
11.85,13.15,africa,172,17.232,good,2
-34.05,23.35,africa,12,12.288,good,2
1.75,31.55,africa,480,13.892,good,2
-34.05,18.45,africa,60,10.54,moderate,1
5.85,0.05,africa,98,10.801,good,2
-1.45,10.55,africa,36,15.56,good,2
-1.35,36.75,africa,58,11.002,moderate,1
6.25,-5.05,africa,42,10.101,moderate,1
-26.95,21.85,africa,21,13.111,moderate,1
-33.45,24.85,africa,128,10.67,moderate,1
-0.35,11.75,africa,84,10.63,moderate,1
13.45,-15.85,africa,71,10.035,moderate,1
13.05,-16.75,africa,40,9.816,moderate,1
12.35,-12.35,africa,64,15.222,good,2
14.25,-16.85,africa,11,14.818,good,2
16.05,-16.45,africa,15,8.744,bad,0
-29.75,30.75,africa,64,10.308,moderate,1
-30.25,30.65,africa,147,11.728,moderate,1
-3.35,36.85,africa,49,10.459,moderate,1
-33.85,18.65,africa,103,11.252,moderate,1
-3.75,36.05,africa,32,9.456,moderate,1
-23.65,43.65,africa,48,8.552,bad,0
33.45,-5.15,africa,43,9.646,moderate,1
6.15,-1.35,africa,158,17.538,good,2
-32.95,24.65,africa,12,10.0,moderate,1
7.95,-1.05,africa,14,8.901,bad,0
0.05,32.35,africa,58,9.061,moderate,1
-29.35,25.95,africa,41,7.479,bad,0
-29.25,25.95,africa,23,7.906,bad,0
-15.85,27.25,africa,29,8.694,bad,0
-0.95,29.65,africa,301,10.292,moderate,1
-2.45,29.05,africa,23,10.285,moderate,1
1.65,14.55,africa,10,11.0,good,2
-3.25,29.55,africa,14,9.78,moderate,1
3.95,11.45,africa,37,8.672,bad,0
28.45,34.45,africa,19,10.224,moderate,1
-15.95,35.65,africa,57,8.74,bad,0
9.05,38.75,africa,105,9.141,moderate,1
-10.55,33.85,africa,24,8.139,bad,0
-19.15,32.75,africa,97,10.386,moderate,1
12.45,-12.25,africa,17,11.978,good,2
-18.25,32.95,africa,19,8.336,bad,0
-18.45,32.75,africa,24,7.903,bad,0
-3.25,38.45,africa,70,8.66,bad,0
-0.25,30.05,africa,29,9.664,moderate,1
-11.15,14.25,africa,24,9.305,bad,0
-12.25,30.95,africa,13,11.189,moderate,1
5.15,-2.65,africa,30,9.95,moderate,1
6.65,-1.35,africa,112,9.661,moderate,1
13.75,-16.45,africa,54,16.751,good,2
-22.95,14.45,africa,39,9.478,bad,0
-15.45,28.45,africa,113,12.086,moderate,1
-29.85,30.95,africa,40,14.054,good,2
-29.75,30.85,africa,25,11.396,moderate,1
-3.35,38.35,africa,132,8.677,bad,0
-5.15,38.65,africa,229,10.526,moderate,1
-15.35,35.35,africa,63,8.639,bad,0
-0.15,34.75,africa,59,10.045,moderate,1
2.05,16.15,africa,81,6.699,bad,0
-23.15,43.65,africa,55,9.068,bad,0
-3.55,39.85,africa,19,9.868,moderate,1
36.45,6.65,africa,14,10.989,moderate,1
5.35,-1.45,africa,140,11.873,good,2
2.65,14.45,africa,18,11.944,good,2
-12.55,30.25,africa,260,10.409,moderate,1
-22.55,45.35,africa,564,12.649,moderate,1
-1.05,31.55,africa,60,10.196,moderate,1
6.05,-3.55,africa,11,7.364,bad,0
-24.15,30.95,africa,92,9.369,bad,0
-34.15,18.95,africa,26,7.007,bad,0
0.65,17.15,africa,10,10.0,moderate,1
-29.65,31.15,africa,10,17.0,good,2
11.25,-15.05,africa,10,7.0,bad,0
-3.35,35.85,africa,19,9.681,moderate,1
-25.15,27.75,africa,17,17.684,good,2
-29.35,26.45,africa,13,10.769,moderate,1
0.65,36.05,africa,135,9.142,moderate,1
12.85,17.45,africa,17,12.749,good,2
-26.95,27.25,africa,26,7.817,bad,0
-0.55,29.95,africa,14,7.592,bad,0
-1.75,13.05,africa,76,9.395,moderate,1
28.45,34.55,africa,10,8.0,bad,0
0.45,30.45,africa,99,10.278,moderate,1
-18.65,25.95,africa,15,6.67,bad,0
6.35,-10.55,africa,56,13.136,good,2
-13.05,28.45,africa,12,7.273,bad,0
-24.35,30.75,africa,10,9.0,bad,0
-3.45,37.05,africa,25,9.91,moderate,1
14.15,-16.15,africa,17,6.732,bad,0
14.55,-17.05,africa,76,19.916,good,2
0.25,30.15,africa,17,6.978,bad,0
-2.65,37.15,africa,62,11.799,good,2
-3.35,36.65,africa,54,8.813,bad,0
-3.95,29.65,africa,19,10.471,moderate,1
-6.15,35.95,africa,52,6.825,bad,0
-1.25,36.75,africa,121,11.929,good,2
1.85,31.75,africa,41,8.928,bad,0
-29.75,31.05,africa,11,14.545,good,2
-34.05,20.45,africa,44,9.457,moderate,1
-29.05,26.25,africa,72,10.397,moderate,1
-3.35,35.75,africa,16,9.964,moderate,1
-1.55,29.65,africa,14,8.462,bad,0
-29.85,30.75,africa,11,9.455,bad,0
-16.05,35.05,africa,13,8.689,bad,0
-11.65,34.25,africa,41,6.871,bad,0
2.85,16.35,africa,19,5.474,bad,0
-33.15,18.15,africa,37,9.501,moderate,1
-19.15,15.95,africa,49,9.029,bad,0
-10.55,33.65,africa,159,8.838,bad,0
-27.15,22.85,africa,10,9.0,bad,0
9.75,-13.55,africa,18,9.118,moderate,1
11.85,-15.55,africa,43,8.981,bad,0
-1.95,30.65,africa,10,11.0,moderate,1
-12.85,28.35,africa,66,9.881,moderate,1
-0.35,36.85,africa,12,11.47,good,2
-4.05,37.85,africa,27,8.14,bad,0
31.35,-5.85,africa,39,7.517,bad,0
31.35,-5.95,africa,48,7.081,bad,0
-0.05,30.05,africa,32,9.732,moderate,1
0.65,9.35,africa,29,13.743,good,2
-28.15,32.55,africa,35,8.032,bad,0
-1.15,36.65,africa,31,9.272,moderate,1
0.25,34.95,africa,19,9.652,moderate,1
-2.75,37.35,africa,44,9.325,moderate,1
-1.55,35.35,africa,27,8.071,bad,0
-0.55,36.45,africa,29,7.925,bad,0
1.35,17.45,africa,24,10.259,moderate,1
-18.85,48.35,africa,10,7.0,bad,0
-11.35,25.15,africa,111,10.243,moderate,1
-0.05,9.35,africa,34,10.274,moderate,1
-3.15,35.55,africa,27,8.956,moderate,1
5.95,0.05,africa,25,8.496,bad,0
-26.05,28.25,africa,10,14.0,moderate,1
-4.45,12.85,africa,36,7.912,bad,0
5.35,-1.35,africa,379,16.74,good,2
-34.55,19.45,africa,12,10.0,moderate,1
5.35,-3.95,africa,18,11.131,good,2
13.25,-16.25,africa,49,14.107,good,2
-2.65,37.25,africa,15,12.476,good,2
12.15,15.05,africa,10,7.0,bad,0
13.35,-16.65,africa,59,9.515,moderate,1
-25.45,31.45,africa,12,11.606,moderate,1
12.65,-7.95,africa,57,15.418,good,2
-21.85,15.15,africa,41,9.633,moderate,1
-33.15,18.05,africa,12,10.0,moderate,1
-17.95,24.65,africa,12,8.636,bad,0
-26.15,27.95,africa,10,11.0,moderate,1
8.95,39.85,africa,12,9.485,moderate,1
30.05,-9.65,africa,62,11.457,moderate,1
-33.25,19.75,africa,26,9.71,moderate,1
36.35,6.65,africa,24,8.995,moderate,1
0.45,35.65,africa,12,7.318,bad,0
-2.45,34.75,africa,11,4.727,bad,0
5.35,-4.05,africa,226,13.07,good,2
-0.15,11.65,africa,29,10.246,moderate,1
-1.15,31.55,africa,20,10.387,moderate,1
0.35,33.05,africa,61,12.262,good,2
11.55,-14.65,africa,12,7.0,bad,0
-29.15,26.15,africa,129,8.573,bad,0
-32.05,18.35,africa,13,4.269,bad,0
8.35,-9.35,africa,17,7.791,bad,0
-26.45,27.65,africa,12,8.803,bad,0
-27.85,25.75,africa,16,7.964,bad,0
-29.15,26.25,africa,13,7.346,bad,0
-24.35,30.95,africa,108,20.453,good,2
-19.05,16.45,africa,49,8.536,bad,0
-28.05,26.25,africa,25,7.638,bad,0
-17.95,25.85,africa,27,11.008,moderate,1
-29.25,26.05,africa,12,8.636,bad,0
-34.35,18.95,africa,56,8.368,bad,0
-26.05,32.95,africa,14,9.505,bad,0
-24.95,30.75,africa,11,8.455,bad,0
-33.95,20.85,africa,66,9.816,moderate,1
-33.35,26.55,africa,124,10.67,moderate,1
-11.65,25.25,africa,10,11.0,moderate,1
-1.75,12.95,africa,140,10.294,moderate,1
-8.25,36.05,africa,70,8.633,bad,0
-0.35,36.95,africa,28,11.866,good,2
-6.85,39.05,africa,82,8.47,bad,0
-29.15,26.05,africa,12,15.318,good,2
0.55,37.65,africa,40,9.931,moderate,1
-3.45,35.85,africa,120,10.435,moderate,1
-32.85,19.75,africa,39,8.45,bad,0
16.55,-15.45,africa,12,20.273,good,2
9.55,-1.95,africa,19,10.526,moderate,1
-3.05,34.95,africa,57,8.748,bad,0
-25.65,28.25,africa,16,15.089,good,2
1.45,32.05,africa,18,9.722,moderate,1
-28.25,27.75,africa,27,8.769,bad,0
14.65,-17.15,africa,10,16.0,good,2
2.95,16.25,africa,111,10.811,good,2
-2.45,34.85,africa,28,8.919,bad,0
0.65,30.35,africa,12,9.318,moderate,1
-28.45,28.05,africa,21,8.107,bad,0
-34.25,18.45,africa,37,7.63,bad,0
8.75,38.95,africa,41,8.952,bad,0
-33.05,26.45,africa,26,9.411,moderate,1
-34.25,20.35,africa,38,8.624,bad,0
5.65,-0.15,africa,28,9.705,moderate,1
-33.45,18.35,africa,22,9.267,moderate,1
-3.35,36.75,africa,52,9.777,moderate,1
-29.75,25.15,africa,21,8.535,bad,0
-30.05,24.85,africa,30,10.397,moderate,1
-3.35,29.25,africa,26,15.166,good,2
-19.25,18.45,africa,43,8.841,bad,0
-29.05,29.45,africa,27,18.809,good,2
6.35,2.05,africa,11,16.818,good,2
0.05,36.95,africa,86,16.808,good,2
-25.65,28.35,africa,16,9.5,bad,0
-3.25,35.45,africa,39,7.715,bad,0
-3.95,35.85,africa,11,6.636,bad,0
14.75,-17.45,africa,102,23.1,good,2
-24.75,31.55,africa,14,11.648,moderate,1
-33.45,26.95,africa,141,20.131,good,2
-4.05,36.05,africa,97,10.795,moderate,1
-33.15,26.45,africa,58,12.559,good,2
-7.05,37.65,africa,29,4.719,bad,0
-0.15,11.55,africa,25,8.994,moderate,1
31.25,-3.95,africa,59,5.937,bad,0
-1.35,29.65,africa,84,9.449,moderate,1
-6.35,37.05,africa,35,6.193,bad,0
-3.25,36.85,africa,116,9.327,moderate,1
-29.45,25.85,africa,34,7.013,bad,0
-22.65,45.35,africa,19,6.199,bad,0
-3.35,36.25,africa,52,9.929,moderate,1
2.35,31.55,africa,22,9.481,moderate,1
-1.55,35.15,africa,15,9.692,moderate,1
-11.65,32.05,africa,13,9.038,bad,0
1.65,10.85,africa,43,25.31,good,2
4.95,9.65,africa,11,21.636,good,2
-33.35,26.95,africa,48,16.167,good,2
-2.55,34.75,africa,15,11.93,good,2
5.45,-1.45,africa,36,12.456,good,2
-29.45,25.75,africa,10,5.0,bad,0
-30.55,26.65,africa,22,8.166,bad,0
-1.05,37.15,africa,11,10.091,moderate,1
-33.25,26.55,africa,324,11.641,moderate,1
-3.05,36.75,africa,141,10.048,moderate,1
-29.35,26.35,africa,18,8.972,bad,0
-1.45,35.05,africa,16,10.893,moderate,1
-29.05,26.15,africa,22,14.154,good,2
-11.45,24.65,africa,154,9.898,moderate,1
-28.85,31.45,africa,82,11.859,moderate,1
-4.65,55.45,africa,28,5.081,bad,0
5.05,-1.45,africa,35,9.162,moderate,1
29.95,-9.65,africa,15,6.645,bad,0
-6.95,36.55,africa,332,9.589,moderate,1
-33.05,19.75,africa,15,7.337,bad,0
31.65,-7.95,africa,11,6.545,bad,0
31.25,-4.05,africa,16,7.804,bad,0
-29.35,25.85,asia,29,7.464,bad,0
6.95,2.15,africa,14,10.396,moderate,1
-29.25,26.25,africa,17,5.912,bad,0
-23.95,29.95,africa,35,9.313,bad,0
22.65,-14.45,africa,30,6.397,bad,0
-3.35,39.85,africa,365,11.909,good,2
8.45,-13.25,africa,45,9.13,moderate,1
-8.45,35.95,africa,675,7.596,bad,0
-29.25,26.35,africa,12,6.455,bad,0
-20.45,57.45,africa,120,8.53,bad,0
-3.85,39.85,africa,13,9.073,moderate,1
9.85,8.95,africa,29,11.309,good,2
-29.65,29.45,africa,16,9.609,moderate,1
-25.55,30.95,africa,13,17.224,good,2
-1.95,30.05,africa,31,7.698,bad,0
-33.95,23.55,africa,13,8.5,bad,0
-8.85,16.05,africa,27,9.766,moderate,1
14.15,-16.65,africa,63,18.631,good,2
0.15,6.55,africa,79,8.463,bad,0
-4.75,55.45,africa,15,7.689,bad,0
-17.45,24.35,africa,10,11.0,moderate,1
-13.15,31.75,africa,15,4.571,bad,0
-6.75,39.25,africa,172,7.237,bad,0
-5.15,38.55,africa,24,7.704,bad,0
14.45,-17.05,africa,14,20.45,good,2
12.45,-16.55,africa,16,11.927,good,2
-8.55,35.25,africa,16,6.49,bad,0
-20.35,57.45,africa,30,8.044,bad,0
-0.75,37.25,africa,10,4.0,bad,0
9.65,-1.75,africa,196,9.781,moderate,1
13.15,-16.65,africa,17,10.257,moderate,1
-33.95,22.65,africa,55,9.858,moderate,1
15.85,-16.55,africa,55,15.521,good,2
0.85,30.15,africa,111,11.886,good,2
-24.55,30.95,africa,14,14.011,good,2
-34.05,18.85,africa,53,8.772,bad,0
-3.35,35.65,africa,46,11.814,good,2
-8.55,13.85,africa,25,8.648,bad,0
14.55,-17.15,africa,28,16.985,good,2
-23.45,43.75,africa,19,9.637,moderate,1
8.95,40.05,africa,11,8.364,bad,0
0.65,37.55,africa,21,8.612,bad,0
-2.95,38.05,africa,16,13.581,good,2
-18.75,16.95,africa,18,7.873,bad,0
-34.15,24.85,africa,10,7.0,bad,0
-18.85,47.55,africa,30,10.521,moderate,1
-23.45,43.85,africa,10,4.0,bad,0
-22.85,44.65,africa,34,10.338,moderate,1
-4.15,37.85,africa,18,8.644,bad,0
2.95,16.45,africa,13,2.0,bad,0
2.25,15.75,africa,38,8.676,bad,0
13.35,-16.55,africa,11,7.545,bad,0
-10.95,24.05,africa,76,9.427,bad,0
-33.95,23.65,africa,18,6.343,bad,0
-18.85,48.45,africa,46,10.405,moderate,1
-5.95,39.35,africa,27,6.37,bad,0
6.45,3.55,africa,24,8.755,bad,0
-0.55,29.75,africa,15,8.121,bad,0
-6.25,39.45,africa,207,9.833,moderate,1
-26.75,27.05,africa,22,12.702,moderate,1
7.05,38.45,africa,165,9.674,moderate,1
-28.95,31.75,africa,25,15.21,good,2
-4.75,38.35,africa,104,9.315,moderate,1
36.55,5.85,africa,36,5.797,bad,0
-6.95,37.65,africa,12,7.985,bad,0
-0.55,31.05,africa,115,12.104,good,2
-4.35,55.75,africa,18,4.121,bad,0
-16.15,27.55,africa,10,9.0,bad,0
-26.45,31.95,africa,10,6.0,bad,0
-1.15,29.75,africa,22,9.221,moderate,1
-21.25,55.35,africa,41,10.114,moderate,1
9.25,38.75,africa,17,8.015,bad,0
8.55,37.95,africa,43,8.831,bad,0
7.15,39.75,africa,32,6.874,bad,0
-1.05,36.65,africa,35,10.793,moderate,1
36.55,8.35,africa,154,16.077,good,2
6.95,40.85,africa,83,9.279,moderate,1
7.55,38.65,africa,98,10.686,moderate,1
9.55,39.85,africa,53,9.152,moderate,1
-14.25,33.55,africa,32,8.392,bad,0
4.85,39.35,africa,63,9.057,moderate,1
-1.15,37.25,africa,23,10.836,moderate,1
4.45,38.25,africa,17,9.265,moderate,1
5.45,-7.25,africa,105,10.799,good,2
-1.25,29.75,africa,50,8.91,bad,0
9.55,39.75,africa,11,6.545,bad,0
5.05,8.85,africa,24,20.98,good,2
-15.05,35.25,africa,51,8.609,bad,0
0.45,30.25,africa,17,9.11,moderate,1
-0.15,30.05,africa,50,9.312,moderate,1
0.95,30.25,africa,20,8.562,bad,0
14.85,-17.25,africa,40,18.706,good,2
5.25,39.75,africa,48,8.104,bad,0
8.25,37.55,africa,42,9.459,moderate,1
8.25,37.65,africa,31,8.497,bad,0
6.75,39.75,africa,25,8.704,bad,0
4.55,38.25,africa,96,8.995,bad,0
-33.35,26.15,africa,15,10.238,moderate,1
5.25,40.05,africa,23,8.229,bad,0
5.25,39.95,africa,16,7.964,bad,0
-33.45,26.85,africa,74,15.807,good,2
6.15,-10.45,africa,65,11.986,good,2
4.75,38.25,africa,22,8.792,bad,0
8.85,40.05,africa,65,9.03,moderate,1
-18.15,32.75,africa,11,2.0,bad,0
4.95,9.25,africa,13,19.227,good,2
-25.35,27.45,africa,112,19.652,good,2
-0.45,36.25,africa,19,12.353,good,2
6.05,10.25,africa,22,10.325,moderate,1
36.45,8.35,africa,13,9.839,moderate,1
-23.65,43.55,africa,11,3.818,bad,0
-0.45,31.05,africa,17,10.029,moderate,1
-33.65,26.55,africa,68,14.961,good,2
6.65,39.75,africa,63,8.389,bad,0
-33.35,26.65,africa,89,11.52,moderate,1
-32.15,24.65,africa,12,13.652,good,2
9.75,38.85,africa,49,9.052,moderate,1
7.95,38.75,africa,31,9.323,moderate,1
-0.65,34.05,africa,38,8.703,bad,0
-16.75,26.85,africa,57,13.295,moderate,1
5.35,-4.65,africa,19,12.353,good,2
7.05,39.75,africa,12,7.955,bad,0
-0.65,34.15,africa,117,10.607,moderate,1
-15.95,29.05,africa,11,11.273,moderate,1
4.75,39.15,africa,44,8.726,bad,0
3.85,11.55,africa,36,8.948,bad,0
14.75,-17.55,africa,38,14.635,good,2
4.75,39.25,africa,16,9.831,moderate,1
7.05,38.65,africa,22,14.355,good,2
3.35,11.45,africa,43,14.497,good,2
-3.05,38.65,africa,27,11.457,good,2
-10.75,33.65,africa,53,8.531,bad,0
2.15,31.85,africa,10,8.0,bad,0
-33.55,26.85,africa,229,20.301,good,2
-33.65,26.65,africa,50,18.797,good,2
-33.55,26.55,africa,22,16.568,good,2
-15.95,28.85,africa,60,9.335,bad,0
6.55,2.35,africa,18,11.288,good,2
-32.95,27.95,africa,22,11.566,moderate,1
-33.05,26.55,africa,20,10.447,moderate,1
-33.55,26.75,africa,91,19.089,good,2
36.75,8.55,africa,20,12.67,good,2
6.85,39.85,africa,25,7.3,bad,0
9.05,38.65,africa,25,8.096,bad,0
7.55,38.85,africa,31,8.508,bad,0
9.45,40.35,africa,44,8.85,bad,0
-33.75,25.75,africa,12,8.97,moderate,1
11.05,-0.35,africa,16,7.75,bad,0
9.65,39.55,africa,10,9.0,bad,0
-0.55,30.75,africa,23,15.123,good,2
4.15,38.25,africa,38,8.727,bad,0
-32.15,25.45,africa,47,9.271,moderate,1
-32.25,24.45,africa,53,14.913,good,2
6.95,39.95,africa,11,8.364,bad,0
12.05,39.05,africa,24,9.565,moderate,1
-10.85,33.55,africa,22,7.559,bad,0
-25.85,28.25,africa,29,19.448,good,2
37.15,10.25,africa,78,12.954,good,2
36.75,8.65,africa,33,12.593,good,2
-30.75,27.95,africa,14,8.571,bad,0
37.25,9.85,africa,11,12.455,good,2
37.25,9.95,africa,18,8.471,bad,0
36.75,8.75,africa,25,12.84,good,2
15.85,-16.45,africa,23,16.961,good,2
-6.95,37.75,africa,34,6.832,bad,0
34.35,9.15,africa,14,5.407,bad,0
-33.75,26.35,africa,27,13.145,good,2
-32.55,27.35,africa,37,9.435,moderate,1
-12.15,33.75,africa,60,9.341,bad,0
-14.35,33.55,africa,16,7.374,bad,0
6.35,9.35,africa,30,8.927,bad,0
5.65,8.25,africa,22,8.296,bad,0
-13.95,33.75,africa,26,7.685,bad,0
5.15,-3.75,africa,16,9.0,bad,0
9.85,38.95,africa,33,8.403,bad,0
-33.45,27.05,africa,76,15.349,good,2
5.95,39.55,africa,11,5.727,bad,0
-29.05,29.35,africa,12,11.939,moderate,1
14.05,-16.75,africa,56,20.514,good,2
-22.95,29.95,africa,10,16.0,good,2
5.25,39.65,africa,12,8.636,bad,0
-33.25,26.35,africa,30,12.012,good,2
-32.15,24.55,africa,18,11.582,moderate,1
5.35,39.55,africa,18,8.088,bad,0
-33.05,26.15,africa,23,15.49,good,2
-32.15,25.55,africa,16,9.554,moderate,1
-34.35,20.55,africa,13,10.455,moderate,1
14.95,-17.05,africa,15,18.172,good,2
-33.55,27.05,africa,47,19.07,good,2
-20.05,44.65,africa,635,14.242,good,2
-13.75,33.85,africa,19,6.957,bad,0
-24.65,28.65,africa,13,13.077,moderate,1
37.15,9.65,africa,44,15.298,good,2
7.65,38.75,africa,17,8.779,bad,0
-16.25,46.85,africa,118,13.386,moderate,1
-0.15,29.95,africa,35,9.734,moderate,1
-0.65,34.25,africa,57,13.16,good,2
-18.45,47.95,africa,93,15.943,good,2
-3.05,38.25,africa,28,9.641,moderate,1
-7.75,36.45,africa,46,9.74,moderate,1
-7.85,36.45,africa,373,16.821,good,2
-17.35,13.85,africa,16,6.339,bad,0
-32.25,22.55,africa,16,11.456,moderate,1
-21.35,55.55,africa,10,5.0,bad,0
-27.15,29.95,africa,14,6.504,bad,0
-27.25,30.05,africa,41,8.43,bad,0
5.25,-4.85,africa,40,12.185,good,2
-23.95,29.45,africa,62,8.96,bad,0
-33.15,26.35,africa,32,13.63,good,2
9.25,-1.75,africa,11,11.909,good,2
-33.85,26.25,africa,11,4.0,bad,0
-21.15,55.45,africa,40,8.232,bad,0
-33.75,20.15,africa,53,12.64,good,2
-33.55,26.95,africa,38,16.68,good,2
-32.55,28.55,africa,11,9.455,moderate,1
-32.25,24.65,africa,19,13.444,good,2
-32.25,24.55,africa,65,14.176,good,2
6.45,-1.25,africa,33,10.565,moderate,1
-7.25,36.95,africa,10,6.0,bad,0
-33.65,26.85,africa,13,10.035,moderate,1
-28.75,32.05,africa,39,12.232,moderate,1
6.85,-5.25,africa,12,4.818,bad,0
-28.75,22.15,africa,11,5.818,bad,0
