lat,lon,continent,n_rec,richness,label,label_code
26.65,93.35,asia,24,14.751,good,2
22.65,88.45,asia,11,6.727,bad,0
37.85,136.95,asia,17,11.992,moderate,1
10.35,119.15,asia,10,7.0,bad,0
19.15,72.95,asia,50,10.856,moderate,1
22.45,114.05,asia,256,10.918,good,2
10.95,76.75,asia,14,11.868,good,2
32.75,34.95,asia,32,11.003,moderate,1
14.15,121.15,asia,33,7.022,bad,0
18.35,73.75,asia,15,11.857,good,2
23.45,120.45,asia,14,8.626,moderate,1
24.45,121.05,asia,16,7.742,bad,0
32.05,130.45,asia,11,8.364,bad,0
11.65,92.75,asia,28,9.059,bad,0
11.05,76.75,asia,17,10.515,moderate,1
28.55,77.15,asia,18,13.497,good,2
29.75,34.95,asia,16,8.581,moderate,1
3.15,101.65,asia,32,8.751,bad,0
14.65,108.25,asia,13,9.038,bad,0
19.55,54.85,asia,12,7.136,bad,0
4.95,117.75,asia,45,10.334,moderate,1
31.55,78.25,asia,11,7.636,bad,0
16.85,120.85,asia,12,6.47,bad,0
0.35,102.75,asia,15,11.883,good,2
23.55,86.95,asia,11,4.818,bad,0
34.95,135.75,asia,11,6.909,bad,0
22.55,114.25,asia,17,6.962,bad,0
12.95,77.65,asia,15,10.121,moderate,1
24.95,102.65,asia,10,12.0,good,2
2.45,103.85,asia,60,11.813,good,2
25.25,121.65,asia,33,10.382,moderate,1
-6.25,155.55,australia,12,6.909,bad,0
2.35,111.85,asia,14,10.504,moderate,1
22.45,88.45,asia,13,10.423,moderate,1
16.85,42.65,asia,15,6.33,bad,0
6.95,79.85,asia,26,7.476,bad,0
19.55,73.25,asia,22,8.636,bad,0
24.05,55.75,asia,20,11.132,good,2
25.05,98.45,asia,45,14.715,good,2
11.55,76.05,asia,26,12.46,good,2
-1.05,133.95,asia,69,9.518,moderate,1
17.45,104.95,asia,52,11.248,moderate,1
9.75,118.65,asia,21,7.935,bad,0
18.95,42.25,asia,61,8.96,bad,0
30.65,35.65,asia,15,5.267,bad,0
29.65,34.95,asia,18,10.346,moderate,1
30.75,35.25,asia,13,6.231,bad,0
27.05,88.65,asia,66,10.838,good,2
11.85,125.25,asia,146,8.428,bad,0
4.85,100.65,asia,34,6.134,bad,0
3.25,101.35,asia,13,8.462,bad,0
-3.55,128.35,asia,18,3.531,bad,0
43.25,144.35,asia,10,2.0,bad,0
28.35,129.35,asia,12,7.288,bad,0
23.25,120.95,asia,126,16.868,good,2
25.05,56.35,asia,29,7.955,bad,0
11.15,107.35,asia,14,4.571,bad,0
29.35,117.85,asia,18,10.944,good,2
27.55,84.55,asia,34,8.707,moderate,1
26.85,75.85,asia,11,5.727,bad,0
7.05,122.05,asia,19,8.282,bad,0
6.65,100.25,asia,18,7.987,bad,0
25.55,46.05,asia,10,2.0,bad,0
23.65,58.45,asia,17,9.327,moderate,1
25.25,55.45,asia,18,7.15,bad,0
22.65,88.25,asia,26,9.859,moderate,1
14.35,101.85,asia,39,9.238,moderate,1
27.95,119.15,asia,19,7.616,bad,0
31.15,75.05,asia,15,5.952,bad,0
34.05,139.55,asia,119,7.458,bad,0
-1.15,133.95,asia,106,10.387,moderate,1
18.65,42.25,asia,35,4.947,bad,0
36.85,102.55,asia,114,9.491,moderate,1
26.75,80.95,asia,16,9.963,moderate,1
-10.55,123.35,asia,12,9.318,bad,0
-8.75,115.25,asia,37,12.496,good,2
18.95,42.15,asia,89,8.871,bad,0
27.35,95.65,asia,25,7.329,bad,0
4.35,102.35,asia,21,10.143,moderate,1
-10.05,123.95,asia,35,7.137,bad,0
36.15,120.95,asia,15,6.568,bad,0
24.25,121.15,asia,11,17.273,good,2
50.55,70.05,asia,10,11.0,moderate,1
28.55,106.35,asia,15,8.187,bad,0
22.55,59.75,asia,21,7.982,bad,0
6.15,124.85,asia,20,7.168,bad,0
36.45,98.55,asia,23,6.937,bad,0
23.05,57.65,asia,14,3.703,bad,0
10.15,118.95,asia,54,8.929,bad,0
18.45,73.85,asia,12,10.318,moderate,1
11.85,92.75,asia,14,12.043,good,2
9.15,124.75,asia,28,7.902,bad,0
5.45,100.25,asia,21,8.59,bad,0
42.35,78.25,asia,19,6.796,bad,0
28.25,107.15,asia,22,9.299,moderate,1
24.45,98.55,asia,10,11.0,good,2
-9.85,124.25,asia,12,7.833,bad,0
1.75,110.45,asia,10,7.0,bad,0
14.75,121.05,asia,10,10.0,moderate,1
40.05,116.05,asia,13,8.497,bad,0
43.25,79.15,asia,10,4.0,bad,0
22.65,120.25,asia,13,21.948,good,2
24.85,121.55,asia,16,8.992,moderate,1
-5.65,132.65,asia,15,7.429,bad,0
26.95,92.95,asia,15,2.333,bad,0
27.35,103.75,asia,11,7.545,bad,0
18.65,98.65,asia,76,10.489,moderate,1
-7.75,131.35,asia,24,8.918,bad,0
16.95,54.65,asia,15,4.81,bad,0
25.45,91.75,asia,103,9.504,moderate,1
2.85,101.25,asia,10,9.0,bad,0
22.95,120.95,asia,14,5.549,bad,0
7.45,126.15,asia,222,8.684,bad,0
32.45,35.45,asia,27,7.981,bad,0
23.35,57.85,asia,12,6.591,bad,0
31.45,35.35,asia,10,9.0,moderate,1
-7.75,110.15,asia,13,11.259,good,2
6.95,80.45,asia,156,9.174,moderate,1
24.35,121.35,asia,59,8.295,moderate,1
27.55,90.25,asia,21,9.625,moderate,1
31.55,77.75,asia,13,10.689,moderate,1
28.65,115.85,asia,14,9.505,moderate,1
23.35,69.25,asia,20,8.741,moderate,1
24.55,121.15,asia,19,11.741,good,2
-6.25,105.85,asia,16,7.206,bad,0
0.45,101.85,asia,18,12.072,good,2
12.85,77.55,asia,11,16.636,good,2
18.15,42.45,asia,34,7.165,bad,0
40.15,117.55,asia,10,2.0,bad,0
23.45,57.85,asia,17,7.195,bad,0
4.35,117.85,asia,18,11.275,good,2
5.35,117.45,asia,122,10.006,moderate,1
-9.65,119.85,asia,30,11.312,good,2
15.45,74.15,asia,19,10.124,moderate,1
32.55,104.75,asia,12,8.636,moderate,1
28.95,116.25,asia,10,6.0,bad,0
11.55,75.75,asia,26,9.708,moderate,1
47.65,105.95,asia,11,8.364,bad,0
24.35,46.95,asia,41,10.321,moderate,1
28.25,95.95,asia,57,8.406,moderate,1
40.15,116.25,asia,37,11.779,moderate,1
26.35,120.55,asia,10,7.0,bad,0
29.35,47.65,asia,27,10.374,moderate,1
20.75,58.75,asia,11,16.545,good,2
19.45,72.85,asia,91,9.285,moderate,1
10.35,77.05,asia,33,7.385,bad,0
4.35,96.55,asia,32,8.845,bad,0
29.65,91.05,asia,13,4.497,bad,0
47.95,107.85,asia,10,3.0,bad,0
12.95,101.05,asia,11,4.818,bad,0
-7.95,110.25,asia,11,6.909,bad,0
25.65,100.25,asia,16,7.92,bad,0
24.55,54.55,asia,19,9.649,moderate,1
31.55,35.35,asia,14,10.712,moderate,1
23.35,120.15,asia,35,7.082,bad,0
-5.75,154.85,australia,166,8.636,bad,0
18.05,42.85,asia,25,7.417,bad,0
30.65,51.65,asia,18,8.938,moderate,1
32.15,130.25,asia,33,8.391,bad,0
-5.45,149.95,australia,10,4.0,bad,0
17.05,42.75,asia,12,1.833,bad,0
-1.35,120.35,asia,53,14.882,good,2
10.15,118.85,asia,25,7.23,bad,0
28.55,34.85,asia,17,4.019,bad,0
2.25,102.25,asia,12,10.455,moderate,1
44.25,78.55,asia,10,5.0,bad,0
25.05,121.65,asia,13,8.885,moderate,1
24.05,121.15,asia,27,13.425,good,2
24.75,55.05,asia,17,10.868,good,2
20.65,58.85,asia,10,12.0,good,2
25.65,94.05,asia,62,9.604,moderate,1
30.45,78.15,asia,10,15.0,good,2
5.05,117.75,asia,151,10.209,moderate,1
35.85,140.65,asia,18,6.278,bad,0
23.45,120.75,asia,13,8.885,moderate,1
7.05,125.35,asia,14,4.856,bad,0
33.75,73.05,asia,10,10.0,moderate,1
-2.05,101.35,asia,93,8.518,bad,0
11.45,107.35,asia,19,12.553,good,2
19.75,102.05,asia,20,10.799,moderate,1
17.95,42.35,asia,49,7.545,bad,0
37.45,126.95,asia,12,10.455,moderate,1
18.35,99.35,asia,11,6.636,bad,0
24.55,72.75,asia,16,10.214,moderate,1
26.65,91.05,asia,84,10.646,moderate,1
23.65,120.65,asia,20,9.16,moderate,1
12.55,102.05,asia,55,8.113,bad,0
15.45,73.85,asia,32,9.99,moderate,1
24.55,121.05,asia,11,7.455,bad,0
17.55,100.95,asia,16,7.081,bad,0
27.15,72.45,asia,11,1.909,bad,0
-8.65,120.45,asia,32,6.299,bad,0
12.35,92.95,asia,11,8.545,bad,0
-9.75,119.95,asia,71,9.464,moderate,1
10.45,76.75,asia,16,9.714,moderate,1
43.75,132.55,asia,140,13.1,good,2
-5.55,150.05,australia,32,6.595,bad,0
4.65,117.55,asia,79,12.985,good,2
23.15,89.15,asia,12,7.727,bad,0
20.15,96.45,asia,129,11.238,good,2
42.45,130.65,asia,59,11.937,moderate,1
15.25,74.15,asia,17,10.515,moderate,1
-4.95,105.75,asia,91,9.674,moderate,1
11.65,99.35,asia,16,12.375,good,2
4.75,116.95,asia,37,11.232,good,2
19.25,72.95,asia,24,13.965,good,2
15.25,74.05,asia,18,10.817,moderate,1
44.35,132.75,asia,98,12.532,good,2
15.45,74.05,asia,32,9.537,moderate,1
0.75,127.85,asia,140,15.007,good,2
28.65,81.35,asia,19,9.474,moderate,1
30.45,79.25,asia,308,10.232,moderate,1
12.45,106.05,asia,18,8.235,bad,0
10.35,77.25,asia,77,9.243,moderate,1
12.45,108.15,asia,47,10.879,moderate,1
30.25,102.75,asia,20,9.974,moderate,1
25.55,94.35,asia,14,9.505,moderate,1
19.35,97.35,asia,25,7.538,bad,0
42.55,130.65,asia,242,14.934,good,2
22.75,69.45,asia,10,5.0,bad,0
-8.65,120.55,asia,48,8.321,bad,0
10.05,76.25,asia,12,9.803,moderate,1
12.45,108.35,asia,17,8.294,bad,0
10.15,76.75,asia,165,9.914,moderate,1
19.45,72.75,asia,16,11.214,moderate,1
44.25,132.45,asia,180,13.159,good,2
24.25,54.65,asia,41,13.877,good,2
11.25,76.25,asia,38,11.465,moderate,1
42.45,130.75,asia,26,7.878,bad,0
32.35,121.25,asia,11,11.0,moderate,1
32.55,121.05,asia,17,10.331,moderate,1
24.45,92.25,asia,23,8.248,bad,0
24.35,124.25,asia,37,5.635,bad,0
43.05,145.15,asia,57,7.519,bad,0
6.05,80.85,asia,12,8.652,bad,0
15.35,74.15,asia,20,10.921,moderate,1
43.45,132.15,asia,29,9.306,moderate,1
33.55,107.55,asia,13,8.269,bad,0
43.55,131.55,asia,14,4.635,bad,0
43.75,142.85,asia,11,7.545,bad,0
35.95,140.45,asia,13,5.301,bad,0
27.35,88.25,asia,180,10.842,good,2
35.35,138.75,asia,86,8.167,bad,0
27.35,88.15,asia,49,9.635,moderate,1
33.25,103.95,asia,31,8.783,moderate,1
33.65,107.85,asia,98,8.646,moderate,1
6.85,81.05,asia,14,9.67,moderate,1
10.15,76.55,asia,15,10.0,moderate,1
43.65,143.35,asia,54,8.841,moderate,1
25.85,94.95,asia,64,12.615,good,2
27.55,90.55,asia,14,9.011,moderate,1
42.05,143.15,asia,17,10.776,moderate,1
20.15,96.35,asia,40,10.865,good,2
4.25,114.15,asia,30,15.621,good,2
4.45,115.45,asia,39,9.443,moderate,1
15.25,98.85,asia,23,10.348,moderate,1
11.05,76.45,asia,15,7.766,bad,0
24.45,92.35,asia,40,9.212,moderate,1
3.25,101.65,asia,34,8.293,bad,0
15.35,74.35,asia,11,9.364,moderate,1
28.15,97.05,asia,18,8.088,bad,0
-6.75,106.55,asia,99,9.726,moderate,1
11.55,92.65,asia,18,9.608,moderate,1
-4.15,138.75,asia,61,8.587,bad,0
4.75,116.85,asia,12,8.652,bad,0
43.75,131.75,asia,27,8.767,moderate,1
29.55,102.85,asia,43,11.249,good,2
-5.45,150.05,australia,36,8.184,bad,0
44.25,132.65,asia,15,10.952,moderate,1
0.45,127.95,asia,166,11.975,good,2
9.15,98.65,asia,109,11.987,good,2
14.15,105.25,asia,13,6.962,bad,0
-4.75,145.45,australia,124,8.438,bad,0
0.55,123.95,asia,72,16.137,good,2
20.05,99.15,asia,58,9.582,moderate,1
42.55,74.45,asia,14,7.912,bad,0
-8.55,119.95,asia,10,8.0,bad,0
34.05,74.75,asia,12,10.091,moderate,1
6.45,80.45,asia,139,9.666,moderate,1
67.65,67.95,asia,11,10.273,moderate,1
33.05,103.75,asia,23,8.647,moderate,1
-8.85,120.65,asia,49,8.031,bad,0
10.15,76.45,asia,33,11.414,moderate,1
15.55,73.85,asia,143,10.529,moderate,1
28.75,80.95,asia,10,8.0,bad,0
18.85,73.15,asia,11,9.273,moderate,1
28.25,129.45,asia,18,5.685,bad,0
11.45,76.75,asia,16,5.714,bad,0
25.65,93.95,asia,36,13.444,good,2
-1.55,120.25,asia,19,9.211,moderate,1
-5.95,143.05,australia,16,7.117,bad,0
22.45,114.35,asia,350,9.478,moderate,1
-8.45,119.95,asia,12,9.47,moderate,1
-2.95,114.35,asia,12,12.924,good,2
-5.35,150.15,australia,10,4.0,bad,0
21.25,93.95,asia,144,10.14,moderate,1
11.35,76.15,asia,28,9.396,moderate,1
27.25,95.45,asia,18,8.971,moderate,1
13.55,75.05,asia,14,6.934,bad,0
-1.05,133.75,asia,16,8.054,bad,0
1.05,128.25,asia,54,16.512,good,2
27.45,89.65,asia,25,10.144,moderate,1
12.45,109.25,asia,23,10.984,moderate,1
19.25,72.85,asia,24,9.901,moderate,1
15.55,73.95,asia,35,11.779,good,2
12.25,109.15,asia,34,10.285,moderate,1
10.05,77.05,asia,98,8.771,bad,0
6.35,80.55,asia,17,8.779,bad,0
-6.35,105.85,asia,21,11.895,good,2
44.65,132.85,asia,16,11.482,moderate,1
16.85,75.75,asia,41,8.106,bad,0
15.65,99.35,asia,19,8.723,bad,0
31.85,130.85,asia,12,6.318,bad,0
62.05,129.65,asia,39,9.007,moderate,1
31.65,121.45,asia,24,8.144,bad,0
-7.55,110.45,asia,20,20.079,good,2
15.35,73.95,asia,25,9.457,moderate,1
24.45,124.25,asia,17,7.166,bad,0
11.55,76.65,asia,74,9.501,moderate,1
30.65,121.45,asia,12,7.152,bad,0
24.45,124.15,asia,16,4.766,bad,0
19.35,98.95,asia,19,12.7,good,2
27.25,77.85,asia,23,11.3,good,2
21.55,77.35,asia,23,7.825,bad,0
-9.55,124.25,asia,12,6.455,bad,0
-1.45,120.15,asia,11,8.364,bad,0
30.35,77.95,asia,10,8.0,bad,0
29.85,35.05,asia,25,11.656,good,2
6.35,81.45,asia,57,9.423,moderate,1
15.65,74.15,asia,13,9.301,moderate,1
71.95,102.45,asia,20,2.495,bad,0
69.35,87.35,asia,13,3.5,bad,0
29.65,102.05,asia,11,11.364,good,2
-7.05,110.45,asia,11,7.545,bad,0
10.55,76.25,asia,15,8.432,bad,0
31.55,77.85,asia,15,9.502,moderate,1
13.35,77.65,asia,10,13.0,good,2
30.55,34.85,asia,56,8.413,bad,0
2.45,96.35,asia,43,8.27,bad,0
7.25,80.35,asia,13,8.5,bad,0
29.25,79.35,asia,14,10.44,moderate,1
15.55,74.25,asia,11,8.364,bad,0
9.15,98.45,asia,10,6.0,bad,0
23.65,87.65,asia,11,15.727,good,2
10.15,77.05,asia,17,8.191,bad,0
0.45,127.85,asia,38,8.373,bad,0
18.55,73.85,asia,16,8.331,bad,0
37.55,126.95,asia,16,8.115,bad,0
24.65,72.75,asia,12,7.818,bad,0
12.75,77.55,asia,26,14.072,good,2
25.65,94.75,asia,24,12.009,good,2
18.95,73.25,asia,14,10.285,moderate,1
9.05,98.55,asia,13,10.423,moderate,1
25.55,94.75,asia,29,11.195,good,2
32.45,104.75,asia,10,9.0,moderate,1
18.85,98.95,asia,29,9.571,moderate,1
49.85,127.65,asia,262,17.348,good,2
12.45,99.95,asia,34,11.718,good,2
9.35,118.25,asia,18,5.346,bad,0
9.65,124.15,asia,25,8.611,bad,0
9.05,98.65,asia,41,15.884,good,2
6.65,99.65,asia,22,10.086,moderate,1
6.25,81.35,asia,50,9.274,moderate,1
13.45,120.95,asia,93,10.651,moderate,1
6.45,80.85,asia,50,11.168,good,2
45.05,100.75,asia,11,10.455,moderate,1
23.25,69.65,asia,10,8.0,bad,0
10.45,123.85,asia,38,8.667,bad,0
6.15,81.25,asia,45,9.502,moderate,1
20.75,86.85,asia,19,8.932,moderate,1
-9.65,119.55,asia,11,9.455,moderate,1
12.35,99.95,asia,22,12.571,good,2
29.45,79.65,asia,19,9.598,moderate,1
18.25,99.25,asia,16,8.206,bad,0
47.85,106.75,asia,27,7.511,bad,0
2.25,128.55,asia,32,5.965,bad,0
13.65,100.55,asia,49,10.027,moderate,1
-4.45,123.15,asia,11,17.909,good,2
9.15,98.25,asia,20,11.885,good,2
24.45,118.35,asia,31,16.549,good,2
18.95,72.95,asia,11,8.455,bad,0
12.85,80.25,asia,11,16.909,good,2
9.25,76.55,asia,12,12.803,good,2
10.65,99.25,asia,24,7.353,bad,0
12.05,79.85,asia,23,8.052,bad,0
10.65,123.05,asia,20,6.125,bad,0
25.35,55.35,asia,10,13.0,good,2
24.45,118.45,asia,42,12.546,good,2
29.55,78.85,asia,15,10.476,moderate,1
72.65,121.85,asia,10,5.0,bad,0
32.65,104.85,asia,20,9.789,moderate,1
50.55,127.65,asia,20,13.642,good,2
-8.25,124.75,asia,25,7.896,bad,0
42.65,131.45,asia,52,10.408,moderate,1
43.55,133.55,asia,11,11.727,moderate,1
10.15,76.65,asia,71,9.845,moderate,1
-5.95,146.55,australia,20,3.87,bad,0
32.75,104.35,asia,12,10.152,moderate,1
15.05,74.25,asia,21,8.797,bad,0
18.35,99.45,asia,27,8.984,bad,0
6.85,80.95,asia,19,7.407,bad,0
-6.95,141.45,australia,30,15.087,good,2
21.85,96.05,asia,24,8.692,moderate,1
20.65,96.95,asia,12,6.167,bad,0
10.25,77.15,asia,11,6.636,bad,0
6.75,80.85,asia,37,7.396,bad,0
12.55,99.45,asia,11,10.273,moderate,1
9.35,123.15,asia,14,7.702,bad,0
24.95,113.05,asia,18,9.539,moderate,1
20.65,96.55,asia,39,12.97,good,2
12.45,76.65,asia,28,7.728,bad,0
21.25,94.05,asia,48,9.772,moderate,1
31.15,35.35,asia,14,8.208,bad,0
37.55,112.05,asia,15,9.809,moderate,1
10.35,76.95,asia,26,8.417,bad,0
-5.25,119.85,asia,14,5.789,bad,0
27.05,88.55,asia,34,11.44,good,2
26.95,88.35,asia,10,9.0,moderate,1
36.55,100.75,asia,21,6.471,bad,0
24.25,113.35,asia,14,10.021,moderate,1
29.35,102.15,asia,14,9.297,moderate,1
27.15,88.55,asia,49,9.324,moderate,1
11.35,76.65,asia,14,6.934,bad,0
29.55,103.35,asia,18,9.788,moderate,1
11.45,76.65,asia,14,5.725,bad,0
6.75,80.75,asia,13,6.035,bad,0
43.55,68.55,asia,12,2.667,bad,0
44.15,53.25,asia,12,2.833,bad,0
44.25,53.05,asia,12,3.803,bad,0
28.25,94.75,asia,12,9.318,moderate,1
11.75,125.15,asia,54,7.522,bad,0
0.55,127.95,asia,15,5.806,bad,0
11.85,121.95,asia,11,4.818,bad,0
24.55,114.45,asia,13,10.227,moderate,1
11.85,125.15,asia,17,6.945,bad,0
24.55,73.65,asia,16,10.867,good,2
27.45,88.55,asia,11,4.727,bad,0
19.45,98.85,asia,15,9.026,bad,0
12.85,80.05,asia,84,17.901,good,2
42.45,130.95,asia,10,4.0,bad,0
21.15,81.25,asia,10,16.0,good,2
-5.65,150.25,australia,20,5.197,bad,0
30.05,80.25,asia,18,12.206,good,2
32.85,35.15,asia,16,7.463,bad,0
9.65,77.15,asia,28,9.677,moderate,1
3.95,97.25,asia,12,7.818,bad,0
-1.75,103.45,asia,14,5.824,bad,0
9.55,77.15,asia,35,8.878,bad,0
-5.15,122.95,asia,10,7.0,bad,0
21.15,94.85,asia,43,9.78,moderate,1
34.15,74.95,asia,20,8.272,bad,0
30.15,110.75,asia,33,7.138,bad,0
-5.25,121.85,asia,14,1.0,bad,0
31.35,121.95,asia,11,10.182,moderate,1
13.15,77.45,asia,23,9.178,bad,0
9.35,76.75,asia,27,15.2,good,2
12.85,100.85,asia,22,11.502,moderate,1
15.15,98.85,asia,86,13.456,good,2
17.15,103.05,asia,22,14.444,good,2
-3.35,126.55,asia,18,8.088,bad,0
23.55,87.45,asia,16,12.857,good,2
-2.05,147.25,australia,12,3.97,bad,0
27.35,90.15,asia,47,9.917,moderate,1
36.35,127.35,asia,35,23.107,good,2
64.75,177.65,asia,16,15.266,good,2
62.25,88.95,asia,75,17.273,good,2
48.05,107.85,asia,56,8.044,bad,0
35.95,53.45,asia,49,9.117,moderate,1
48.35,108.65,asia,38,6.447,bad,0
18.15,99.55,asia,19,7.81,bad,0
51.55,105.15,europe,34,7.032,bad,0
10.25,77.45,asia,57,6.494,bad,0
62.15,129.65,asia,12,4.97,bad,0
23.55,120.75,asia,14,9.077,moderate,1
48.55,108.25,asia,20,4.021,bad,0
4.65,102.45,asia,31,11.197,good,2
3.95,98.05,asia,17,10.257,moderate,1
6.15,100.95,asia,106,16.124,good,2
1.35,112.05,asia,96,9.657,moderate,1
36.75,55.65,asia,45,10.51,moderate,1
-0.85,131.35,asia,15,7.337,bad,0
1.25,128.15,asia,36,9.214,moderate,1
15.15,74.65,asia,19,9.932,moderate,1
-4.55,141.55,australia,38,14.197,good,2
-4.45,142.45,australia,24,9.891,moderate,1
12.55,122.15,asia,16,7.589,bad,0
21.25,93.85,asia,12,10.833,good,2
-11.45,153.35,australia,24,6.163,bad,0
16.45,101.65,asia,33,12.206,good,2
-1.35,127.65,asia,19,7.268,bad,0
19.15,73.15,asia,17,5.529,bad,0
5.95,116.75,asia,15,8.788,bad,0
-0.95,135.95,asia,13,9.808,moderate,1
-11.35,154.05,australia,16,2.875,bad,0
25.65,55.95,asia,32,6.439,bad,0
-4.15,141.35,australia,22,9.008,moderate,1
18.25,99.55,asia,19,8.932,bad,0
36.05,128.45,asia,14,11.845,moderate,1
5.45,100.45,asia,12,10.303,moderate,1
24.25,121.25,asia,11,10.455,moderate,1
70.95,147.95,asia,63,8.175,moderate,1
47.55,108.35,asia,20,8.115,bad,0
64.75,178.75,asia,14,10.834,moderate,1
45.35,100.75,asia,50,11.23,moderate,1
27.15,56.85,asia,19,9.836,moderate,1
30.35,48.55,asia,26,8.46,bad,0
40.45,115.85,asia,15,11.121,moderate,1
45.55,99.25,asia,37,6.459,bad,0
48.05,99.55,asia,52,8.276,bad,0
52.35,106.45,asia,23,20.233,good,2
35.95,126.75,asia,30,13.0,good,2
23.75,120.75,asia,15,4.81,bad,0
51.35,104.65,asia,161,7.491,bad,0
51.55,107.05,asia,57,6.85,bad,0
36.45,51.15,asia,28,8.809,moderate,1
36.35,127.25,asia,10,12.0,moderate,1
66.55,66.65,asia,41,4.352,bad,0
29.55,52.55,asia,17,4.379,bad,0
12.35,76.75,asia,16,6.073,bad,0
32.45,48.45,asia,13,11.804,moderate,1
13.65,79.45,asia,26,9.724,moderate,1
27.15,57.05,asia,77,11.017,good,2
36.75,52.65,asia,11,6.636,bad,0
29.85,53.55,asia,10,4.0,bad,0
31.95,48.55,asia,12,10.288,moderate,1
67.45,78.75,asia,20,3.158,bad,0
45.05,100.65,asia,23,7.956,bad,0
43.75,104.15,asia,33,7.961,bad,0
-1.15,134.05,asia,30,13.88,good,2
49.05,130.55,asia,17,13.507,good,2
24.25,123.85,asia,14,6.066,bad,0
-4.05,141.25,australia,10,4.0,bad,0
12.85,80.15,asia,64,17.634,good,2
-5.05,119.75,asia,12,10.485,moderate,1
10.05,77.35,asia,19,20.362,good,2
29.65,52.45,asia,11,3.909,bad,0
12.55,78.65,asia,15,9.308,moderate,1
46.05,101.25,asia,13,2.538,bad,0
27.45,56.25,asia,33,7.667,bad,0
22.15,80.55,asia,25,17.907,good,2
30.25,78.05,asia,14,16.889,good,2
17.05,96.05,asia,13,10.769,moderate,1
28.45,76.85,asia,32,9.304,moderate,1
25.95,98.65,asia,15,8.952,moderate,1
17.95,102.45,asia,16,10.983,moderate,1
51.45,104.65,asia,164,8.548,bad,0
43.45,104.15,asia,11,6.636,bad,0
1.95,109.65,asia,12,15.788,good,2
22.25,114.25,asia,18,5.961,bad,0
35.45,99.45,asia,28,6.422,bad,0
7.05,125.25,asia,10,6.0,bad,0
14.45,120.95,asia,10,3.0,bad,0
25.55,49.85,asia,38,12.644,good,2
36.95,54.05,asia,32,16.724,good,2
46.05,101.35,asia,11,3.0,bad,0
36.65,101.85,asia,17,9.059,moderate,1
32.35,96.55,asia,34,7.121,bad,0
47.85,106.95,asia,51,9.485,moderate,1
17.15,102.65,asia,13,9.808,moderate,1
1.55,110.35,asia,213,12.364,good,2
24.35,92.35,asia,24,8.731,moderate,1
-3.65,121.25,asia,89,8.54,bad,0
24.15,38.15,asia,28,7.591,bad,0
22.25,70.75,asia,10,12.0,good,2
20.75,58.65,asia,11,11.364,good,2
63.15,75.35,asia,133,9.93,moderate,1
31.45,121.55,asia,22,6.467,bad,0
63.05,74.55,asia,38,9.35,moderate,1
51.65,105.55,europe,2063,8.55,bad,0
62.65,74.15,asia,22,9.913,moderate,1
51.55,143.35,asia,40,9.532,moderate,1
62.85,74.25,asia,10,6.0,bad,0
63.45,77.05,asia,38,9.887,moderate,1
62.15,73.75,asia,75,10.873,moderate,1
10.45,98.85,asia,28,9.495,moderate,1
24.35,38.85,asia,24,3.488,bad,0
62.15,73.95,asia,30,10.377,moderate,1
13.05,105.95,asia,16,8.875,bad,0
63.15,75.45,asia,151,10.081,moderate,1
32.85,95.75,asia,12,7.0,bad,0
0.05,99.95,asia,16,8.124,bad,0
20.85,110.25,asia,29,9.236,moderate,1
10.15,125.55,asia,26,7.895,bad,0
-1.65,99.15,asia,13,9.65,moderate,1
1.65,109.85,asia,10,7.0,bad,0
6.35,101.05,asia,10,12.0,good,2
30.55,78.15,asia,32,10.277,moderate,1
-1.15,98.95,asia,124,8.532,bad,0
1.15,110.25,asia,46,9.157,moderate,1
13.85,79.95,asia,14,9.505,moderate,1
-6.85,143.75,australia,17,8.809,bad,0
66.45,143.15,asia,23,7.88,bad,0
-6.85,143.85,australia,12,4.97,bad,0
47.45,92.35,asia,16,8.464,bad,0
60.55,60.05,asia,16,15.42,good,2
24.95,56.35,asia,12,6.318,bad,0
24.45,54.55,asia,11,8.636,moderate,1
4.95,118.15,asia,17,2.176,bad,0
7.05,80.45,asia,11,7.636,bad,0
1.35,103.65,asia,24,11.09,good,2
52.05,106.75,europe,22,5.374,bad,0
30.65,78.35,asia,11,6.455,bad,0
66.05,144.55,asia,38,7.151,bad,0
40.45,116.55,asia,12,8.833,moderate,1
34.35,132.25,asia,11,11.455,moderate,1
17.45,78.25,asia,32,9.988,moderate,1
26.95,88.45,asia,14,9.725,moderate,1
24.45,37.55,asia,32,7.485,bad,0
22.45,114.25,asia,16,6.875,bad,0
23.25,58.95,asia,12,9.121,moderate,1
10.35,77.55,asia,10,10.0,moderate,1
11.05,76.85,asia,10,8.0,bad,0
17.75,53.05,asia,17,5.074,bad,0
25.95,119.95,asia,12,9.47,moderate,1
39.85,115.65,asia,11,9.182,moderate,1
2.75,104.15,asia,22,2.623,bad,0
24.35,37.55,asia,11,2.0,bad,0
22.75,91.65,asia,12,7.818,bad,0
69.35,88.25,asia,27,4.941,bad,0
18.65,72.85,asia,14,8.571,bad,0
37.95,71.55,asia,30,4.248,bad,0
51.75,94.45,asia,12,4.667,bad,0
4.65,101.15,asia,28,9.422,moderate,1
0.35,101.85,asia,47,9.363,moderate,1
14.75,78.55,asia,20,11.508,moderate,1
-7.95,140.45,asia,15,8.978,moderate,1
46.65,101.75,asia,24,11.748,moderate,1
